Id,v2a1,hacdor,rooms,hacapo,v14a,refrig,v18q,v18q1,r4h1,r4h2,r4h3,r4m1,r4m2,r4m3,r4t1,r4t2,r4t3,tamhog,tamviv,escolari,rez_esc,hhsize,paredblolad,paredzocalo,paredpreb,pareddes,paredmad,paredzinc,paredfibras,paredother,pisomoscer,pisocemento,pisoother,pisonatur,pisonotiene,pisomadera,techozinc,techoentrepiso,techocane,techootro,cielorazo,abastaguadentro,abastaguafuera,abastaguano,public,planpri,noelec,coopele,sanitario1,sanitario2,sanitario3,sanitario5,sanitario6,energcocinar1,energcocinar2,energcocinar3,energcocinar4,elimbasu1,elimbasu2,elimbasu3,elimbasu4,elimbasu5,elimbasu6,epared1,epared2,epared3,etecho1,etecho2,etecho3,eviv1,eviv2,eviv3,dis,male,female,estadocivil1,estadocivil2,estadocivil3,estadocivil4,estadocivil5,estadocivil6,estadocivil7,parentesco1,parentesco2,parentesco3,parentesco4,parentesco5,parentesco6,parentesco7,parentesco8,parentesco9,parentesco10,parentesco11,parentesco12,idhogar,hogar_nin,hogar_adul,hogar_mayor,hogar_total,dependency,edjefe,edjefa,meaneduc,instlevel1,instlevel2,instlevel3,instlevel4,instlevel5,instlevel6,instlevel7,instlevel8,instlevel9,bedrooms,overcrowding,tipovivi1,tipovivi2,tipovivi3,tipovivi4,tipovivi5,computer,television,mobilephone,qmobilephone,lugar1,lugar2,lugar3,lugar4,lugar5,lugar6,area1,area2,age,SQBescolari,SQBage,SQBhogar_total,SQBedjefe,SQBhogar_nin,SQBovercrowding,SQBdependency,SQBmeaned,agesq,Target
ID_9d5ef460d,,0,7,0,1,1,0,,0,1,1,0,2,2,0,3,3,3,3,11,,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,8bf0b67ad,1,2,1,3,2,no,11,18.0,0,0,0,0,1,0,0,0,0,4,0.75,1,0,0,0,0,0,1,1,3,1,0,0,0,0,0,1,0,73,121,5329,9,0,1,0.5625,4.0,324.0,5329,4
ID_88fbd2590,,0,7,0,1,1,0,,0,1,1,0,2,2,0,3,3,3,3,12,,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,8bf0b67ad,1,2,1,3,2,no,11,18.0,0,0,0,0,0,0,0,1,0,4,0.75,1,0,0,0,0,0,1,1,3,1,0,0,0,0,0,1,0,19,144,361,9,0,1,0.5625,4.0,324.0,361,4
ID_e3c47cb00,,0,5,0,1,1,0,,0,1,1,0,3,3,0,4,4,4,4,14,,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,ccc69ca69,1,3,0,4,.33333334,no,12,13.333332999999998,0,0,0,0,0,0,0,1,0,3,1.3333334,1,0,0,0,0,1,0,1,4,1,0,0,0,0,0,1,0,22,196,484,16,0,1,1.7777778999999998,0.11111112,177.77777,484,4
ID_4bc03cc5b,,0,5,0,1,1,0,,0,1,1,0,3,3,0,4,4,4,4,14,,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,ccc69ca69,1,3,0,4,.33333334,no,12,13.333332999999998,0,0,0,0,0,0,0,1,0,3,1.3333334,1,0,0,0,0,1,0,1,4,1,0,0,0,0,0,1,0,24,196,576,16,0,1,1.7777778999999998,0.11111112,177.77777,576,4
ID_b19dd0f2a,,0,5,0,1,1,0,,0,1,1,0,3,3,0,4,4,4,4,12,,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ccc69ca69,1,3,0,4,.33333334,no,12,13.333332999999998,0,0,0,0,0,0,1,0,0,3,1.3333334,1,0,0,0,0,1,0,1,4,1,0,0,0,0,0,1,0,56,144,3136,16,0,1,1.7777778999999998,0.11111112,177.77777,3136,4
ID_1e15b5e7b,,0,5,0,1,1,0,,0,1,1,0,3,3,0,4,4,4,4,10,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,ccc69ca69,1,3,0,4,.33333334,no,12,13.333332999999998,0,0,0,1,0,0,0,0,0,3,1.3333334,1,0,0,0,0,1,0,1,4,1,0,0,0,0,0,1,0,17,100,289,16,0,1,1.7777778999999998,0.11111112,177.77777,289,4
ID_2c64187d6,,0,6,0,1,1,1,3,0,0,0,0,3,3,0,3,3,3,3,14,,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,f79444441,0,3,0,3,no,no,14,14.333332999999998,0,0,0,0,0,0,0,1,0,3,1.0,1,0,0,0,0,0,1,1,3,1,0,0,0,0,0,1,0,45,196,2025,9,0,0,1.0,0.0,205.44444,2025,4
ID_a15424b41,,0,6,0,1,1,1,3,0,0,0,0,3,3,0,3,3,3,3,15,,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,f79444441,0,3,0,3,no,no,14,14.333332999999998,0,0,0,0,0,0,0,1,0,3,1.0,1,0,0,0,0,0,1,1,3,1,0,0,0,0,0,1,0,24,225,576,9,0,0,1.0,0.0,205.44444,576,4
ID_2b0535b67,,0,6,0,1,1,1,3,0,0,0,0,3,3,0,3,3,3,3,14,,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,f79444441,0,3,0,3,no,no,14,14.333332999999998,0,0,0,0,0,0,0,1,0,3,1.0,1,0,0,0,0,0,1,1,3,1,0,0,0,0,0,1,0,21,196,441,9,0,0,1.0,0.0,205.44444,441,4
ID_a86e07eca,,0,5,0,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,15,,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5ee1ef5ff,0,1,0,1,no,no,15,15.0,0,0,0,0,0,0,0,1,0,2,0.5,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,49,225,2401,1,0,0,0.25,0.0,225.0,2401,4
ID_abe6f1539,,0,4,0,1,1,0,,2,1,3,0,1,1,2,2,4,4,4,11,,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,b4a6937cb,2,2,0,4,yes,3,no,7.0,0,0,0,0,1,0,0,0,0,2,2.0,1,0,0,0,0,0,1,1,3,1,0,0,0,0,0,1,0,32,121,1024,16,9,4,4.0,1.0,49.0,1024,4
ID_9594c2efa,,0,4,0,1,1,0,,2,1,3,0,1,1,2,2,4,4,4,3,,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,b4a6937cb,2,2,0,4,yes,3,no,7.0,0,1,0,0,0,0,0,0,0,2,2.0,1,0,0,0,0,0,1,1,3,1,0,0,0,0,0,1,0,34,9,1156,16,9,4,4.0,1.0,49.0,1156,4
ID_1105f9ab2,,0,4,0,1,1,0,,2,1,3,0,1,1,2,2,4,4,4,0,,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,b4a6937cb,2,2,0,4,yes,3,no,7.0,1,0,0,0,0,0,0,0,0,2,2.0,1,0,0,0,0,0,1,1,3,1,0,0,0,0,0,1,0,2,0,4,16,9,4,4.0,1.0,49.0,4,4
ID_6d0df20d9,,0,4,0,1,1,0,,2,1,3,0,1,1,2,2,4,4,4,3,0,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,b4a6937cb,2,2,0,4,yes,3,no,7.0,0,1,0,0,0,0,0,0,0,2,2.0,1,0,0,0,0,0,1,1,3,1,0,0,0,0,0,1,0,10,9,100,16,9,4,4.0,1.0,49.0,100,4
ID_d7f34c48f,,1,3,0,0,0,0,,2,1,3,0,2,2,2,3,5,5,5,6,,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11cace737,3,2,0,5,1.5,6,no,5.0,0,0,1,0,0,0,0,0,0,1,5.0,0,0,0,1,0,0,0,1,3,1,0,0,0,0,0,1,0,38,36,1444,25,36,9,25.0,2.25,25.0,1444,2
ID_a49950e5b,,1,3,0,0,0,0,,2,1,3,0,2,2,2,3,5,5,5,0,0,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11cace737,3,2,0,5,1.5,6,no,5.0,1,0,0,0,0,0,0,0,0,1,5.0,0,0,0,1,0,0,0,1,3,1,0,0,0,0,0,1,0,7,0,49,25,36,9,25.0,2.25,25.0,49,2
ID_c2a414708,,1,3,0,0,0,0,,2,1,3,0,2,2,2,3,5,5,5,4,,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11cace737,3,2,0,5,1.5,6,no,5.0,0,1,0,0,0,0,0,0,0,1,5.0,0,0,0,1,0,0,0,1,3,1,0,0,0,0,0,1,0,34,16,1156,25,36,9,25.0,2.25,25.0,1156,2
ID_d288927ec,,1,3,0,0,0,0,,2,1,3,0,2,2,2,3,5,5,5,2,1,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,11cace737,3,2,0,5,1.5,6,no,5.0,0,1,0,0,0,0,0,0,0,1,5.0,0,0,0,1,0,0,0,1,3,1,0,0,0,0,0,1,0,10,4,100,25,36,9,25.0,2.25,25.0,100,2
ID_7b2fbca30,,1,3,0,0,0,0,,2,1,3,0,2,2,2,3,5,5,5,5,2,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,11cace737,3,2,0,5,1.5,6,no,5.0,0,1,0,0,0,0,0,0,0,1,5.0,0,0,0,1,0,0,0,1,3,1,0,0,0,0,0,1,0,14,25,196,25,36,9,25.0,2.25,25.0,196,2
ID_cdfb9f172,,0,5,0,1,1,0,,0,2,2,1,1,2,1,3,4,4,7,7,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,832d76b7c,2,2,1,4,3,9,no,7.5,0,0,0,1,0,0,0,0,0,3,2.3333333,1,0,0,0,0,0,0,1,3,1,0,0,0,0,0,1,0,14,49,196,16,81,4,5.4444442,9.0,56.25,196,2
ID_2a6b39662,,0,5,0,1,1,0,,0,2,2,1,1,2,1,3,4,4,7,0,,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,832d76b7c,2,2,1,4,3,9,no,7.5,1,0,0,0,0,0,0,0,0,3,2.3333333,1,0,0,0,0,0,0,1,3,1,0,0,0,0,0,1,0,0,0,0,16,81,4,5.4444442,9.0,56.25,0,2
ID_b41df32cf,,0,5,0,1,1,0,,0,2,2,1,1,2,1,3,4,4,7,6,,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,832d76b7c,2,2,1,4,3,9,no,7.5,0,0,1,0,0,0,0,0,0,3,2.3333333,1,0,0,0,0,0,0,1,3,1,0,0,0,0,0,1,0,39,36,1521,16,81,4,5.4444442,9.0,56.25,1521,2
ID_e0daa7dc7,,0,5,0,1,1,0,,0,2,2,1,1,2,1,3,4,4,7,9,,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,832d76b7c,2,2,1,4,3,9,no,7.5,0,0,0,1,0,0,0,0,0,3,2.3333333,1,0,0,0,0,0,0,1,3,1,0,0,0,0,0,1,0,75,81,5625,16,81,4,5.4444442,9.0,56.25,5625,2
ID_bf5081943,,0,6,0,1,1,1,1,2,2,4,0,2,2,2,4,6,6,6,9,,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,75544b486,2,4,1,6,yes,no,9,8.0,0,0,0,1,0,0,0,0,0,4,1.5,0,0,0,0,1,0,1,1,2,1,0,0,0,0,0,1,0,60,81,3600,36,0,4,2.25,1.0,64.0,3600,2
ID_59e7e2f02,,0,6,0,1,1,1,1,2,2,4,0,2,2,2,4,6,6,6,12,,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,75544b486,2,4,1,6,yes,no,9,8.0,0,0,0,0,0,0,1,0,0,4,1.5,0,0,0,0,1,0,1,1,2,1,0,0,0,0,0,1,0,29,144,841,36,0,4,2.25,1.0,64.0,841,2
ID_d01e01fe1,,0,6,0,1,1,1,1,2,2,4,0,2,2,2,4,6,6,6,0,,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,75544b486,2,4,1,6,yes,no,9,8.0,1,0,0,0,0,0,0,0,0,4,1.5,0,0,0,0,1,0,1,1,2,1,0,0,0,0,0,1,0,1,0,1,36,0,4,2.25,1.0,64.0,1,2
ID_6b3377bde,,0,6,0,1,1,1,1,2,2,4,0,2,2,2,4,6,6,6,0,,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,75544b486,2,4,1,6,yes,no,9,8.0,1,0,0,0,0,0,0,0,0,4,1.5,0,0,0,0,1,0,1,1,2,1,0,0,0,0,0,1,0,4,0,16,36,0,4,2.25,1.0,64.0,16,2
ID_7cbf5c85e,,0,6,0,1,1,1,1,2,2,4,0,2,2,2,4,6,6,6,11,,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,75544b486,2,4,1,6,yes,no,9,8.0,0,0,0,0,1,0,0,0,0,4,1.5,0,0,0,0,1,0,1,1,2,1,0,0,0,0,0,1,0,40,121,1600,36,0,4,2.25,1.0,64.0,1600,2
ID_6165cb3e4,,0,6,0,1,1,1,1,2,2,4,0,2,2,2,4,6,6,6,0,,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,75544b486,2,4,1,6,yes,no,9,8.0,1,0,0,0,0,0,0,0,0,4,1.5,0,0,0,0,1,0,1,1,2,1,0,0,0,0,0,1,0,79,0,6241,36,0,4,2.25,1.0,64.0,6241,2
ID_0ce53c899,,0,5,0,1,1,0,,0,1,1,0,0,0,0,1,1,1,1,13,,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,960143886,0,1,0,1,no,13,no,13.0,0,0,0,0,0,0,0,1,0,3,0.33333334,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,59,169,3481,1,169,0,0.11111112,0.0,169.0,3481,4
ID_a9dd8a1eb,170000.0,0,2,0,1,1,0,,0,0,0,0,2,2,0,2,2,2,2,6,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0667ebc47,1,1,0,2,yes,no,16,16.0,0,0,1,0,0,0,0,0,0,1,2.0,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,0,13,36,169,4,0,1,4.0,1.0,256.0,169,4
ID_ef2e60fe1,170000.0,0,2,0,1,1,0,,0,0,0,0,2,2,0,2,2,2,2,16,,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0667ebc47,1,1,0,2,yes,no,16,16.0,0,0,0,0,0,0,0,1,0,1,2.0,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,0,30,256,900,4,0,1,4.0,1.0,256.0,900,4
ID_2b333e36f,150000.0,0,5,0,1,1,0,,0,1,1,0,1,1,0,2,2,2,2,3,,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,695866ae2,0,2,1,2,yes,no,3,4.5,0,1,0,0,0,0,0,0,0,3,0.66666669,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,79,9,6241,4,0,0,0.44444448,1.0,20.25,6241,4
ID_5d96099a7,150000.0,0,5,0,1,1,0,,0,1,1,0,1,1,0,2,2,2,2,6,,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,695866ae2,0,2,1,2,yes,no,3,4.5,0,0,1,0,0,0,0,0,0,3,0.66666669,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,50,36,2500,4,0,0,0.44444448,1.0,20.25,2500,4
ID_1413fcfee,380000.0,0,4,0,1,1,1,2,0,1,1,0,1,1,0,2,2,2,2,17,,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,87734e755,0,2,0,2,no,17,no,17.0,0,0,0,0,0,0,0,0,1,2,1.0,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,40,289,1600,4,289,0,1.0,0.0,289.0,1600,4
ID_71b1af997,380000.0,0,4,0,1,1,1,2,0,1,1,0,1,1,0,2,2,2,2,17,,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,87734e755,0,2,0,2,no,17,no,17.0,0,0,0,0,0,0,0,0,1,2,1.0,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,41,289,1681,4,289,0,1.0,0.0,289.0,1681,4
ID_ba763379a,30000.0,0,4,0,1,1,1,1,1,0,1,1,1,2,2,1,3,3,3,0,,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,371864d14,2,1,0,3,2,no,13,13.0,1,0,0,0,0,0,0,0,0,2,1.5,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,0,5,0,25,9,0,4,2.25,4.0,169.0,25,4
ID_13e0dfe9b,30000.0,0,4,0,1,1,1,1,1,0,1,1,1,2,2,1,3,3,3,4,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,371864d14,2,1,0,3,2,no,13,13.0,0,1,0,0,0,0,0,0,0,2,1.5,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,0,10,16,100,9,0,4,2.25,4.0,169.0,100,4
ID_510450d2b,30000.0,0,4,0,1,1,1,1,1,0,1,1,1,2,2,1,3,3,3,13,,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,371864d14,2,1,0,3,2,no,13,13.0,0,0,0,0,0,0,0,1,0,2,1.5,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,0,29,169,841,9,0,4,2.25,4.0,169.0,841,4
ID_7c8076606,,0,5,0,1,1,0,,0,1,1,1,2,3,1,3,4,4,4,1,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0a865fb17,1,3,1,4,yes,6,no,6.666666499999999,0,1,0,0,0,0,0,0,0,2,2.0,1,0,0,0,0,0,1,1,2,1,0,0,0,0,0,1,0,7,1,49,16,36,1,4.0,1.0,44.444443,49,2
ID_bf1651a55,,0,5,0,1,1,0,,0,1,1,1,2,3,1,3,4,4,4,6,,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0a865fb17,1,3,1,4,yes,6,no,6.666666499999999,0,0,1,0,0,0,0,0,0,2,2.0,1,0,0,0,0,0,1,1,2,1,0,0,0,0,0,1,0,53,36,2809,16,36,1,4.0,1.0,44.444443,2809,2
ID_efd20db03,,0,5,0,1,1,0,,0,1,1,1,2,3,1,3,4,4,4,9,,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0a865fb17,1,3,1,4,yes,6,no,6.666666499999999,0,0,0,1,0,0,0,0,0,2,2.0,1,0,0,0,0,0,1,1,2,1,0,0,0,0,0,1,0,29,81,841,16,36,1,4.0,1.0,44.444443,841,2
